id	filename	md5	size	state
6824d7d9-4f39-4e71-92e4-4193713cf10a	6824d7d9-4f39-4e71-92e4-4193713cf10a/a8b5d651-3c19-464b-aa1a-9dc46be11044.FPKM.txt.gz	523f31344c3835acdbca8720960be8f6	496975	live
6f523e32-84d5-4d88-9ef6-24d766b850b2	6f523e32-84d5-4d88-9ef6-24d766b850b2/e4d7b98d-5c78-4316-96eb-e25d71fe1c77.FPKM.txt.gz	d27a1f005ee967ccff96f8fa0e5aa0cd	520413	live
8acc9555-f1dd-4f6a-8109-aff6aa978c90	8acc9555-f1dd-4f6a-8109-aff6aa978c90/43dc7dbc-8b13-48cf-8e06-ed102da87d57.FPKM.txt.gz	cbcd81fd758dc88537456e2df83f03b4	560174	live
8d120e05-fa78-4e18-af63-88c05816a10e	8d120e05-fa78-4e18-af63-88c05816a10e/74a0acc6-747d-4e2e-9cbf-c5b9c8cba8d7.FPKM.txt.gz	44b81fa68d7eeb11862d9b9e82e3867d	504832	live
900484b8-1663-41bf-affd-85c9e1e89cea	900484b8-1663-41bf-affd-85c9e1e89cea/1590bb02-832b-4594-a1a8-ffc0dc3b0c96.FPKM.txt.gz	6c8d20a0379dd7c17284dda4be7be89a	523003	live
9f8a1844-dbca-4aab-b849-c7616b2c9cdd	9f8a1844-dbca-4aab-b849-c7616b2c9cdd/da7e58d4-34e4-4809-95d1-becd983d1da4.FPKM.txt.gz	a108f261fa35282bce0207f8a84473fc	519554	live
a050fe0b-cba6-45c9-88e4-3586c9e99426	a050fe0b-cba6-45c9-88e4-3586c9e99426/091be805-db73-4d7c-852a-c13b9923c13a.FPKM.txt.gz	56a1a2d62a62742e8995168f67dfed36	520672	live
a8cd5a5b-f6b6-40aa-8f7b-8e9bd5e80e79	a8cd5a5b-f6b6-40aa-8f7b-8e9bd5e80e79/7d9b1591-42eb-4d02-978e-0a194d498d6c.FPKM.txt.gz	bbef0f2921f5401558324117339256a3	527876	live
bb459616-60b6-486d-b876-040b0fcb3c20	bb459616-60b6-486d-b876-040b0fcb3c20/826b0309-8ced-4d7e-998b-f4f196fd9468.FPKM.txt.gz	7aeb86a7b365dc18b88472b5a17748fa	530180	live
c1a5323b-bad7-4648-9f74-eb1f70688b9d	c1a5323b-bad7-4648-9f74-eb1f70688b9d/ab23d90a-ed58-4aec-b9bc-ba14d833ae68.FPKM.txt.gz	625b6b7cfceb306181b353451fb8f00a	532892	live
c9fe9614-ee07-4f66-811d-bb1d67dd1061	c9fe9614-ee07-4f66-811d-bb1d67dd1061/d9dd5f6a-34f6-4066-8931-20fbce9d40b9.FPKM.txt.gz	6216663222c4f2eac0c33b720e6cb80c	514283	live
ce7c9b84-5174-4128-966a-769154316c1c	ce7c9b84-5174-4128-966a-769154316c1c/14a7070c-a557-4091-a6d7-f5900636aa57.FPKM.txt.gz	f4efd8fa2bd7063ab58f3ef8ae12c20a	517802	live
d435a3b9-a166-418e-8943-9a1a27c5574c	d435a3b9-a166-418e-8943-9a1a27c5574c/ca385f3c-a181-47f0-b8c9-955e0c7a8703.FPKM.txt.gz	89e230017d1379b9136219cdf21da64a	545903	live
d59b1ed4-e736-46c2-8fb5-2854a2e475fc	d59b1ed4-e736-46c2-8fb5-2854a2e475fc/95234108-3579-4c2c-af95-7c6780270af4.FPKM.txt.gz	fadfac331e9fa2b53d35d3928d82d28c	524356	live
d68f2acb-128c-42ed-ac1b-e0323b349316	d68f2acb-128c-42ed-ac1b-e0323b349316/43b83f4b-dea9-4821-902b-d600fe8c03e7.FPKM.txt.gz	dac32b083dc288f8108e9a6f19026429	551919	live
df86639d-ea3a-44b9-8596-5b887229c706	df86639d-ea3a-44b9-8596-5b887229c706/05b3d48b-dad7-4cc0-9a7d-26c40542053e.FPKM.txt.gz	d81a52d2076d38fd76bc158168bfbbad	531330	live
e48e3fa2-609a-40c3-bb0c-c7bf45086053	e48e3fa2-609a-40c3-bb0c-c7bf45086053/57511eed-4acc-4a58-8640-664e5710d003.FPKM.txt.gz	23d14488f40300ff94aa150f757be803	514398	live
e4b792a4-d26f-4117-b8b0-02d01daf6839	e4b792a4-d26f-4117-b8b0-02d01daf6839/0ed48f45-9aba-4ff6-bbbe-131b31fb9535.FPKM.txt.gz	41f8ccd159c5981e7ad2d618cc7e4df5	529507	live
ee8ad66f-59e5-413c-9d54-f62f125945c1	ee8ad66f-59e5-413c-9d54-f62f125945c1/a25de25d-8676-4765-a4f9-04b777afccca.FPKM.txt.gz	b8934a2eae40a3e3248f2075409f4031	518076	live
ff13bba0-f0c7-42c4-b141-dc5aafdf99ff	ff13bba0-f0c7-42c4-b141-dc5aafdf99ff/00068002-f4f0-4610-bfe6-67169c760d21.FPKM.txt.gz	6f460bd7fd7254298b016f6fd2fe083f	505970	live
\N	27557368-1284-46e2-afd4-1171df4e0c11/annotations.txt	ceb7b13faf91cacdfb739cdc9aeeb211	299	\N
\N	8acc9555-f1dd-4f6a-8109-aff6aa978c90/annotations.txt	7c65d221ba5985709de9ec3475702b7e	278	\N
\N	8d120e05-fa78-4e18-af63-88c05816a10e/annotations.txt	1c4d5c2ab528a845aff797be679bb651	307	\N
\N	a8cd5a5b-f6b6-40aa-8f7b-8e9bd5e80e79/annotations.txt	3419d88bd18e0e996d338299bd638e8f	567	\N
